,createTime,desc,digged,duetDisplay,duetEnabled,officalItem,originalItem,stickersOnItem,stitchDisplay,stitchEnabled,hashtagInfo,videoURL,author.commentSetting,author.downloadSetting,author.duetSetting,author.ftc,author.id,author.isADVirtual,author.isEmbedBanned,author.nickname,author.openFavorite,author.privateAccount,author.relation,author.secUid,author.secret,author.signature,author.stitchSetting,author.ttSeller,author.uniqueId,author.verified,author_stat.diggCount,author_stat.followerCount,author_stat.followingCount,author_stat.friendCount,author_stat.heart,author_stat.heartCount,author_stat.videoCount,stats.collectCount,stats.commentCount,stats.diggCount,stats.playCount,stats.shareCount,author.roomId
0,1579703414,You may have heard of #coronavirus. Here are some tips from the World Health Organization on how to reduce the risk of infection #edutok #health #news,False,0,False,False,False,"[{'stickerText': ['Coronavirus', 'Wash your hands regularly with 🧼💦', 'How you can reduce the risk of infection', 'Cough or sneez into your elbow', 'Avoid unprotected contact with live wild or farm animals', 'WHO recommendations', 'Avoid close contact with anyone with cold or flu-like symptoms', 'Thoroughly cook meat and eggs 🍳🥩'], 'stickerType': 4}]",0,True,"[{'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}, {'hashtagId': '1633589250197509', 'hashtagName': 'edutok'}, {'hashtagId': '13566', 'hashtagName': 'health'}, {'hashtagId': '76414', 'hashtagName': 'news'}]",https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/51631d100aee4ad0a6f114f07af997ed/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=1338&bt=669&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=OjxnNGQ5ZTdnaDNpO2Y4NkBpMzxxZWk0OXE4cjMzNDczM0BfLzRhYjUyXjExXjIyX2AuYSNrZjBpNGlebGhfLS1jMTZzcw%3D%3D&btag=e00088000&expire=1713664437&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=0eb5c53c6c48faf1b244b84bc12fe062&tk=tt_chain_token,0,0,0,False,6628098412149719045,False,False,We are humanitarians,False,False,0,MS4wLjABAAAAgVK9mpy4BnmZWIxpm61mXcAXWwnn9_nY2Q-yQw5o0asmqZERK49CVGdD2AtETb6R,False,Ever heard of the Red Cross & Red Crescent? We are humanitarians 😉 🌍 ⛑,0,False,ifrc,True,1427,3200000,243,0,12000000,12000000,524,10300,2380,439700,9300000,7322,
1,1582739752,🧐 Don't believe the rumours. #coronavirus #coronaviruscheck #fyp #foryou #foryoupage,False,0,False,False,False,"[{'stickerText': [""Don't belive the myths!"", 'Stay safe!!!!', 'and World Health Organisation. ', 'Stay up to date with credible sites like Public Health England', 'Sesame oil kills \nthe new coronavirus. ', 'There are so many \nrumours out there'], 'stickerType': 4}]",0,True,"[{'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}, {'hashtagId': '1656652228948998', 'hashtagName': 'coronaviruscheck'}, {'hashtagId': '', 'hashtagName': 'fyp'}, {'hashtagId': '42164', 'hashtagName': 'foryou'}, {'hashtagId': '88764338', 'hashtagName': 'foryoupage'}]",https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c800-us/de4c649de7ec4a9598e3b9858ba2220a/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=2236&bt=1118&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=Omg4PDYzOzQ5ODk4NWQzaUBpajx1b3ZxdztlczMzNDczM0A1NTA1NjQtNjUxMGM2MF5iYSNnY2ZpbjRvL19fLS0wMTZzcw%3D%3D&btag=e00088000&expire=1713664432&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=7580cd4a1760678a27a77af13dabdb8d&tk=tt_chain_token,0,0,0,False,6701182947602842630,False,False,British Red Cross,False,False,0,MS4wLjABAAAA-e4bgKf_SSayyY1DICKGZxSjdefi3eY1TivXtV_YhwDvjPWF3obrGSWUmtO9XfZs,False,Let's start a kindness movement 🕺💃  Learn first aid with our @firstaidtoolkit,0,False,britishredcross,True,1093,446900,390,0,7700000,7700000,553,10300,1418,635600,15800000,4772,
2,1584143533,should i record this in the studio? 😂#coronavirus #drivethruprank,False,0,True,False,False,"[{'stickerText': ['“how can i help you?”', '“go head”', '“please tell me what do you got?”', '“i want a drink, maybe something that’s hot”', '“all i need me is a remedy”', '“cuz baby i got the flu”', '“i wash my hands everyday”', '“somehow i still caught something yesterday”', '“all i need me is a remedy”', 'doop-doo, doo, doo, doo', '“i got the corona flu”', '“and if i don’t got a remedy, ima give it to you”', '“and i don’t wanna give it to you”', '“help me, help me.... WOOO!”'], 'stickerType': 4}]",0,True,"[{'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}, {'hashtagId': '17182782', 'hashtagName': 'drivethruprank'}]",https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c799-us/o8EKeqzABIx8YmiABiI3GAisGEQAKAv0iPBHLr/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C0%7C&br=1938&bt=969&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=ZWg3ZDw2Njw6OGZnZGRkOkBpMzllNW45cjk2cjMzaTgzNEA2MTFhMmAuXjYxLzJgXi82YSNlYm1yMmRrcS1gLS1kLzJzcw%3D%3D&btag=e00088000&expire=1713664452&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=47dd0767616e1daa9737f0028a812d83&tk=tt_chain_token,0,0,0,False,6754093662651106310,False,False,AJAY STEVENS 🇯🇲📍,False,False,0,MS4wLjABAAAAmg0553KadXLjBnNcrZNkgzf2ccUeTmqRQk5awNgUevRYFUZzc4f802AX2lgTy6Gk,False,"Ajay Stevens, A Pop-fusion singer with a distinguished, multi-dimensional sound.",0,False,iamajaystevens,True,11000,3200000,1046,0,52900000,52900000,264,256100,25900,8100000,71500000,336400,
3,1584198747,People don’t want money anymore. @kingbach @theevelyngonzalez #coronavirus #lifehack #money,False,0,True,False,False,"[{'stickerText': ['Coronavirus got people like'], 'stickerType': 4}]",0,True,"[{'hashtagId': '', 'hashtagName': ''}, {'hashtagId': '', 'hashtagName': ''}, {'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}, {'hashtagId': '506775', 'hashtagName': 'lifehack'}, {'hashtagId': '6920', 'hashtagName': 'money'}]",https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c001/239ed8e85b8c4d8c9f9be620c2382838/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=3560&bt=1780&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=aTdnaWVnNzo4aGQ6OjNkNkBpM3k2dnU6bm1pczMzMzczM0BgYzM0LTFhNjIxMjIwNTRjYSNlLWw0X2UwNWpfLS0wMTZzcw%3D%3D&btag=e00088000&expire=1713664446&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=a62ed45ac45bf2a5e8895621a1f5dc8f&tk=tt_chain_token,0,0,0,False,6239329,False,False,DeStorm Power,False,False,0,MS4wLjABAAAA4hA56pa-lsqXVMMRI4peBAgyHaCzvPxtAL9VGkwW2Ig,False,LIVE! Everyday 6-9pm PST,0,False,destorm,False,1673,9000000,366,0,163100000,163100000,414,235900,13500,7200000,50100000,268200,7359386286920387370
4,1586968744,Everyone else was doing it🤷🏻‍♀️ #stayhomestaystrong #loungewear #collegememories #voiceover #progamer #keepingbusy #fyp #art #coronavirus #foryou #f,False,0,True,False,False,,0,True,"[{'hashtagId': '1661001060296710', 'hashtagName': 'stayhomestaystrong'}, {'hashtagId': '9000615', 'hashtagName': 'loungewear'}, {'hashtagId': '13496462', 'hashtagName': 'collegememories'}, {'hashtagId': '21465', 'hashtagName': 'voiceover'}, {'hashtagId': '983437', 'hashtagName': 'progamer'}, {'hashtagId': '16382352', 'hashtagName': 'keepingbusy'}, {'hashtagId': '229207', 'hashtagName': 'fyp'}, {'hashtagId': '5261', 'hashtagName': 'art'}, {'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}, {'hashtagId': '42164', 'hashtagName': 'foryou'}, {'hashtagId': '11797', 'hashtagName': 'f'}]",https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/d4c500ad753f4cedbac535463da28c1d/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=1992&bt=996&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=Z2Y8M2dmNTplaDU1Omk1M0BpM3RqM29nNzhtdDMzZDczM0AxMWBgLTYwXy4xNmIyLzQ2YSMzNTM0cWRjZV9fLS0yMTZzcw%3D%3D&btag=e00088000&expire=1713664463&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=bb27d8c26206ab7b4b10d8ed977f72b1&tk=tt_chain_token,0,3,0,False,6625284992056918021,False,False,keelydelane,False,False,0,MS4wLjABAAAATi6gTu040zXSuskhK05CD-RCBqyc-2D8j3xqaYAYdtHK8vB87fi_Mh4dG1JuB4Ns,False,"i own way too many candles
26 || NC",0,False,bluetangerinee,False,167200,189800,243,0,7600000,7600000,195,195300,13000,7000000,43300000,120500,
5,1603149881,Drives me CRAZY!! Just watch.. #fyp #foryou #wearamask #covid19 #coronavirus,False,0,False,False,False,,0,False,"[{'hashtagId': '229207', 'hashtagName': 'fyp'}, {'hashtagId': '42164', 'hashtagName': 'foryou'}, {'hashtagId': '1709586', 'hashtagName': 'wearamask'}, {'hashtagId': '1658256581292037', 'hashtagName': 'covid19'}, {'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}]",https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c004/3561915f7bcb4ffc8784902482a19b35/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=3566&bt=1783&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=N2RmZzM3NDZoNDM5NGYzO0BpMzpwd25sO3g0eDMzZjczM0AzX2A1LWFiNS0xYjU1X15fYSNgYGcvZXBfczRfLS0wMTZzcw%3D%3D&btag=e00088000&expire=1713664473&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=c0a3911c2250a6ff259b47d7d0841476&tk=tt_chain_token,0,3,3,False,6834665405367763973,False,False,Melissa Schaub,True,False,0,MS4wLjABAAAA_KGHvnvzOPUg1qxqRLpymLfnHSBkfDBIfCS3dMIvmm3JTJTIIwE4vQSK5iAtXO8Y,False,"Over dramatic, afraid of everything Stay at home Cat Mom to Henry..",3,False,missys20,False,84400,118500,2699,0,6800000,6800000,467,242300,66900,6600000,25100000,122100,
6,1584808802,How to annoy the neighbours during quarantine! #quarantine #coronavirus #lockdown #fyp #foryou #foryourpage,False,0,False,False,False,"[{'stickerText': ['How to pi$$ off your neighbours when in quarantine...'], 'stickerType': 4}]",0,True,"[{'hashtagId': '636531', 'hashtagName': 'quarantine'}, {'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}, {'hashtagId': '42072', 'hashtagName': 'lockdown'}, {'hashtagId': '229207', 'hashtagName': 'fyp'}, {'hashtagId': '42164', 'hashtagName': 'foryou'}, {'hashtagId': '1598498371111942', 'hashtagName': 'foryourpage'}]",https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c800-us/95a399268dc54f4ea6189289f4db7ab2/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=2518&bt=1259&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=O2RkOmc0aWdlZThkZGVoM0Bpamw4ZTo2b3A3czMzOzczM0AuLjMzYi9iNmIxLmMtXzYxYSNqa2U0aTVuM29fLS0zMTZzcw%3D%3D&btag=e00088000&expire=1713664435&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=bdccfc98118e92bdc3aa21f380bd39d7&tk=tt_chain_token,0,3,0,False,6758046591519949830,False,False,craig,False,False,0,MS4wLjABAAAANscyjgOWZiboPDZququxKiaVjDs1vHdzDcMaZVh5JQQm-0BXp4XrlbskpnarwoHn,False,Funny shit!,0,False,craig.tv,False,826,109400,6,0,8300000,8300000,13,282700,23500,6100000,34500000,310700,
7,1584554893,just quarantine tings!!! #coronavirus,False,0,True,False,False,,0,True,"[{'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}]",https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-pve-0068/25a67646c28a4e77a94685eddd6a5708/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=4150&bt=2075&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=NGZkZ2czZzM6M2dkOGk5O0Bpam9kN2w6bnk5czMzPDczM0BeNjQ2M2IzXi0xYmMvMjI2YSM0ajNpX2VfM21fLS02MTZzcw%3D%3D&btag=e00088000&expire=1713664451&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=ba37cbc3c9652dda24ba7b3b02420df7&tk=tt_chain_token,0,0,0,False,6674360010459759622,False,False,josh flowers ;)),False,False,0,MS4wLjABAAAAjBI2_NjQKCgSkfLEL7RpWZAiO4sM8daLWOjeuYUB8krPthz06DDwTdALeFtqtrVx,False,im bored 👶🏽,0,False,jooshflowers,False,12300,201700,310,0,6700000,6700000,82,416100,50500,6100000,29600000,385500,
8,1586530999,#edit #edtchallenge #coronavirus,False,0,True,False,False,,0,True,"[{'hashtagId': '1518', 'hashtagName': 'edit'}, {'hashtagId': '48686381', 'hashtagName': 'edtchallenge'}, {'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}]",https://v16-webapp-prime.tiktok.com/video/tos/maliva/tos-maliva-ve-0068c800-us/f9e737a099704012b30ff145ee5b4e84/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=2334&bt=1167&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=OGQ3NGdpNjxnaDc4Zzg3OEBpM2o1cHloaHk7dDMzaDczM0AxMi8zYjI0NS0xL2AuXjUyYSNgbGUyZzBtaDVfLS0zMTZzcw%3D%3D&btag=e00088000&expire=1713664429&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=9ec5ae52a555c47889ef9f4b4202ef08&tk=tt_chain_token,0,3,0,False,6573641048735399942,False,False,PuLakEsH NaTh CraCkR,False,False,0,MS4wLjABAAAAbe1XkyjhIixFFR-IxUoMTVNII9lxPm-WquQFsTRq_bqnTLwG676nzI8Ptxp2YRqg,False,"অসমীয়া লৰা 🤙🏼
📸 Editing
Follow My I.G",0,False,pulakesh_pks_crackr,False,3380,211700,87,0,5900000,5900000,34,70500,23500,5800000,55400000,78400,
9,1584895121,Summer 2020 be hitting different 😂 Not how I wanted to celebrate 1M but here we are! w/@lega_z_ #coronavirus #summer2020 #coronatime,False,0,True,False,False,,0,True,"[{'hashtagId': '', 'hashtagName': ''}, {'hashtagId': '1635241621599237', 'hashtagName': 'coronavirus'}, {'hashtagId': '29910136', 'hashtagName': 'summer2020'}, {'hashtagId': '45975747', 'hashtagName': 'coronatime'}]",https://v16-webapp-prime.tiktok.com/video/tos/useast2a/tos-useast2a-ve-0068c003/66131604f91e42edb64734582ee00fb8/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C&cv=1&br=3022&bt=1511&cs=0&ds=3&ft=-Csk_mctPD12Nf4RKT-Uxb42pYKt3wv25ucAp&mime_type=video_mp4&qs=0&rc=aTU2aDo3ZTw3ZTszNTgzNUBpamg3NTVpPDVzczMzNjczM0BiYWI0YGAuXl8xMl8xMDMwYSMwbmhxL2ZnNm9fLS02MTZzcw%3D%3D&btag=e00088000&expire=1713664435&l=2024041901533723F1EEFD401E417853DC&ply_type=2&policy=2&signature=5c6351ddacb2b3f63a7e3c811c56a60f&tk=tt_chain_token,0,0,0,False,249880758465642496,False,False,Nate Norell,False,False,0,MS4wLjABAAAAnjDHQX_ulGbHSQYjChNBGiSweT2Rh75KNPU1H-zs1sjF76WfL4mmB5ojyNeQlXQN,False,"Just having fun
📬: natenorell@gmail.com",0,False,natenorell,True,30600,6300000,166,0,99300000,99300000,69,296100,34100,5600000,35900000,389300,
